# Data from Open Admin Data (https://openadmindata.org/sl/) — CC-BY-4.0. Please cite: https://github.com/open-admin-data/sierra-leone-administrative-divisions
id,level,level_name.local,level_name.en,name.local,name.en,name.slug,code.id,code.iso,parent.id,parent.name.local,parent.name.en,children_count.province,children_count.district,children_count.chiefdom,children_count.section,zip_codes,geo.lat,geo.lon,source_url
SL050105,3,Chiefdom,Chiefdom,Masungbala,Masungbala,masungbala-sl050105,SL050105,,SL0501,Kambia,Kambia,,,,12,,9.096,-12.779,
SL050106,3,Chiefdom,Chiefdom,Samu,Samu,samu-sl050106,SL050106,,SL0501,Kambia,Kambia,,,,12,,9.009,-13.138,
SL050107,3,Chiefdom,Chiefdom,Tonko Limba,Tonko Limba,tonko-limba-sl050107,SL050107,,SL0501,Kambia,Kambia,,,,6,,9.304,-12.59,
SL0502,2,District,District,Karene,Karene,karene-sl0502,SL0502,,SL05,North Western,North Western,,,8,87,,9.634,-12.341,
SL050201,3,Chiefdom,Chiefdom,Buya Romende,Buya Romende,buya-romende-sl050201,SL050201,,SL0502,Karene,Karene,,,,12,,8.819,-12.433,
SL050202,3,Chiefdom,Chiefdom,Dibia,Dibia,dibia-sl050202,SL050202,,SL0502,Karene,Karene,,,,7,,8.938,-12.617,
SL050203,3,Chiefdom,Chiefdom,Sanda Magbolont,Sanda Magbolont,sanda-magbolont-sl050203,SL050203,,SL0502,Karene,Karene,,,,14,,9.135,-12.569,
SL050206,3,Chiefdom,Chiefdom,Libeisaygahun,Libeisaygahun,libeisaygahun-sl050206,SL050206,,SL0502,Karene,Karene,,,,17,,8.999,-12.443,
SL050207,3,Chiefdom,Chiefdom,Sanda Loko,Sanda Loko,sanda-loko-sl050207,SL050207,,SL0502,Karene,Karene,,,,15,,9.437,-12.116,
SL050208,3,Chiefdom,Chiefdom,Sanda Tendaran,Sanda Tendaran,sanda-tendaran-sl050208,SL050208,,SL0502,Karene,Karene,,,,10,,9.158,-12.324,
SL050209,3,Chiefdom,Chiefdom,Sella Limba,Sella Limba,sella-limba-sl050209,SL050209,,SL0502,Karene,Karene,,,,7,,9.5,-12.286,
SL050210,3,Chiefdom,Chiefdom,Tambakha,Tambakha,tambakha-sl050210,SL050210,,SL0502,Karene,Karene,,,,5,,9.708,-12.2,
SL0503,2,District,District,Port Loko,Port Loko,port-loko-sl0503,SL0503,,SL05,North Western,North Western,,,8,124,,8.646,-12.691,
SL050301,3,Chiefdom,Chiefdom,Bureh Kasseh Ma,Bureh Kasseh Ma,bureh-kasseh-ma-sl050301,SL050301,,SL0503,Port Loko,Port Loko,,,,16,,8.933,-12.799,
SL050302,3,Chiefdom,Chiefdom,Kaffu Bullom,Kaffu Bullom,kaffu-bullom-sl050302,SL050302,,SL0503,Port Loko,Port Loko,,,,8,,8.617,-13.167,
SL050303,3,Chiefdom,Chiefdom,Koya,Koya,koya-sl050303,SL050303,,SL0503,Port Loko,Port Loko,,,,20,,8.43,-12.864,
SL050304,3,Chiefdom,Chiefdom,Lokomasama,Lokomasama,lokomasama-sl050304,SL050304,,SL0503,Port Loko,Port Loko,,,,14,,8.717,-13.036,
SL050305,3,Chiefdom,Chiefdom,Maforki,Maforki,maforki-sl050305,SL050305,,SL0503,Port Loko,Port Loko,,,,30,,8.725,-12.719,
SL050306,3,Chiefdom,Chiefdom,Marampa,Marampa,marampa-sl050306,SL050306,,SL0503,Port Loko,Port Loko,,,,18,,8.676,-12.564,
SL050307,3,Chiefdom,Chiefdom,Masimera,Masimera,masimera-sl050307,SL050307,,SL0503,Port Loko,Port Loko,,,,12,,8.553,-12.504,
SL050308,3,Chiefdom,Chiefdom,TMS,TMS,tms-sl050308,SL050308,,SL0503,Port Loko,Port Loko,,,,6,,8.825,-12.619,
